numStars,NumAuthors,NumBlobs,LatestCommitDate,projectID,EarlistCommitDate,rootFork,communitySize,NumCommits,NumFiles
251,59,20959,1563544726,AbcAeffchen_stxxl,1052130078,stxxl_stxxl,80,16629,3643
318,89,24302,1598187487,AbdelRahmaneB_concourse,1355846528,cinchapi_concourse,298,7429,6362
72,298,19497,1598883397,AbdouSeck_edx-documentation,1410276544,edx_edx-documentation,235,9009,17650
35,309,38934,1598906316,Abstract-Tech_edx-ora2,1387832094,edx_edx-ora2,142,6386,11479
338,179,44878,1595784095,AccRich_Aegisub,1137445275,Aegisub_Aegisub,147,27705,14607
452,366,82273,1598318245,Achint08_loklak_server,1425494884,loklak_loklak_server,1162,12018,25021
47,373,26108,1599719870,Acidburn0zzz_code-1,1311020616,elementary_code,62,6384,1173
134,864,17757,1599841524,Acidburn0zzz_gnome-terminal,1007708720,GNOME_gnome-terminal,160,9610,999
689,451,24663,1596087903,Acidburn0zzz_jetpack-sdk,1252932501,mozilla_addon-sdk,565,15336,6337
,386,87182,1598614970,Action-Committee_platform,1174145060,,145,20688,35204
46,124,17905,1598969691,AdamsEnterprises_platform-client,1406040820,ushahidi_platform-client,136,9148,2514
152,575,108887,1600009532,AdelCheng_openbmc,1425966837,openbmc_openbmc,461,46550,105413
68,945,158640,1511324489,AdiCheo_openembedded,1054588742,openembedded_openembedded,270,79265,114708
42,153,42077,1599585987,Aditya-Codes_infrastructure-puppet,1404310998,apache_infrastructure-puppet,113,13158,40753
488,205,15829,1599821373,AdityavarnaDehaleesan_neo4j-apoc-procedures,1456389156,neo4j-contrib_neo4j-apoc-procedures,222,5087,5506
,101,19487,1599570172,AdrianPerreaultOld_scalajs-spa-tutorial,1423252978,,257,6323,1904
35,174,11172,1599912015,Aeomi_StarfallEx,1285541834,thegrb93_StarfallEx,70,5320,1823
3,100,104679,1599403854,AkagamiD_paradoxGameConverters,978325723,ParadoxGameConverters_paradoxGameConverters,110,16497,122662
311,218,14243,1576437985,AlaricChan_RackHD,1430348161,RackHD_RackHD,213,5774,4084
,117,14379,1599368908,AlbertJP_envytools,1256552280,,92,6605,2669
726,281,61873,1597733716,AlexEngelhardt_mlr,1377793574,mlr-org_mlr,370,15544,7760
,172,355,1427707455,AlfrescoTestAutomation_alfresco-desktopsync,1110813748,,1,102718,122
,206,53215,1599552924,AllenWeb_commons-math,1052752074,,278,15361,20397
96,622,54671,1600159652,Amazeeing_osu-wiki,1472207256,ppy_osu-wiki,359,23435,28200
1,1710,21903,1598256560,AnastasiaBarkett_js-tictactoe-rails-api-v-000,1430343170,learn-co-students_js-tictactoe-rails-api-v-000,968,6997,23233
49,170,147001,1555274654,AndyHooo_axis2-java,979905736,apache_axis2-java,96,95506,171371
99,243,10168920,1599225822,AndyYHM_docs,1377541225,elastic_docs,257,20759,141944
19,128,264090,1600098313,AnniyaB_website,1440329704,nus-cs2103_website,141,6717,7254
421,739,390588,1600081642,Antonykov_ojs,1074943571,pkp_ojs,1084,65790,101046
81,136,30191,1599205701,Areustle_TileDB,1414804473,Intel-HLS_TileDB,109,8646,5033
55,113,45810,1599633108,Aries-V_arches,1412122389,archesproject_arches,66,19336,30179
,53,41313,1564670260,AsaEE_ESP-rSource,1145548218,,17,5480,39647
10,219,15217,1597338058,Asgavar_openconnect,1221878612,openconnect_openconnect,235,6303,1012
240,87,10154,1598965835,Atul9_rails_event_store,1427842295,RailsEventStore_rails_event_store,68,5002,2584
,109,22417,1599640151,BBC_grid,1377179247,,113,21465,4145
96,128,11998,1599064724,BEsdn_bess,1440454915,NetSys_bess,93,5149,1335
45,122,48146,1598961194,Bayzidul_georchestra,1248786931,georchestra_georchestra,95,14190,53099
100,79,79511,1593708785,BeBopping_Soar,1035407523,SoarGroup_Soar,59,26582,176924
21,121,28348,1600024157,Beaconsys_ADIOS2,1468516538,ornladios_ADIOS2,49,8850,6590
49,134,38643,1598449589,BenMcLean_darkplaces,966913001,xonotic_darkplaces,73,15318,8531
37,158,64231,1598817516,Bioklima-Goe_ctsm,1134414929,ESCOMP_ctsm,114,7435,23817
,1045,262616,1600134559,BotAccounts_libfabric,764923500,,680,98382,69123
171,69,24438,1586939632,Bradeskojest_qminer,1389968812,qminer_qminer,66,6082,3140
20,327,151482,1599202454,CMazzilli_zm-mailbox,1124239064,Zimbra_zm-mailbox,52,104020,15465
,85,14498,1599710177,Caleb-Ellis_vanilla-framework,1424695003,canonical-web-and-design_vanilla-framework,76,8479,3098
,205,14879,1597243782,CanonicalLtd_libssh,1120526504,,183,9961,1055
130,217,67194,1599449747,CenIII_vtr-verilog-to-routing,1307987995,verilog-to-routing_vtr-verilog-to-routing,148,20181,40841
29,265,113073,1598421636,ChinHuatAng_linuxtools,1170449484,eclipse_linuxtools,47,124627,39310
479,107,8217,1598947281,ClintLiddick_chibi-scheme,1234894471,ashinn_chibi-scheme,95,9984,1078
4,137,506586,1599403701,CodingSta_azure-docs.ko-kr,1395152284,MicrosoftDocs_azure-docs.ko-kr,63,14097,86966
9,87,40210,1598885433,ConsolinnoEnergy_openems,1461488280,OpenEMS_openems,38,9471,11108
,96,32770,1598895972,DHIS2_dhis2-android-capture-app,1425288185,,51,7604,6388
,60,29878,1594833678,DVC-CHH_opencps,1456111832,VietOpenCPS_opencps,87,27093,12643
74,89,6491,1588203999,DanielHeath_babushka-deps,1244799739,benhoskings_babushka-deps,56,5645,609
2,117,12919,1597952156,DarkSir23_LazyLibrarian,1327142413,Lexis_LazyLibrarian,378,5285,1621
37,129,36047,1560419149,DasSnehashish_NFVO,1430145191,openbaton_NFVO,142,15812,25506
,203,20765,1598981715,DrRayWang_Chef-Base,1363530382,,159,11228,4874
,52,18804,1598374216,ESSS_reaktoro,1383585003,reaktoro_reaktoro,23,8312,9206
52,108,43747,1595809631,Electrostatics_apbs-pdb2pqr,954447806,,62,8695,27771
20,68,29633,1598592913,EricMichaelJohnson_streamsx.topology,1432837813,IBMStreams_streamsx.topology,41,7162,9488
3,78,22001,1597707046,Fa1k_aptitude,1128210049,SamB_aptitude,27,6358,1675
7,188,32353,1596261483,GNOME_glom,1086689515,,12,6558,2496
31,376,27266,1599217975,GNOME_gthumb,1033918858,,58,8076,3082
43,184,20412,1599484191,GeirLoken_designsystem,1436868440,SpareBank1_designsystem,42,10532,4239
,109,8912,1598890222,I2PC_scipion-em-xmipp,1371647988,,1,6563,593
,226,52499,1516217841,ITsolution-git_node-forum,1366649492,,1,16216,5441
105,66,79921,1431031216,JLuc_scribus,1052859236,scribusproject_scribus,10,115726,24061
1,402,248844,1425482216,KDE_koffice,892943131,,7,77504,42454
4,173,48242,1599177989,LHinson_patternfly-org,1433963671,patternfly_patternfly-org,93,7396,56986
5158,173,11751,1598568453,LeeDark_libui,1424751038,andlabs_libui,468,5783,2277
,429,58737,1598603974,MIPS_prebuilts-tools,1322516631,,66,21255,60216
18,84,49723,1594194345,MPDL_imeji,1276867707,imeji-community_imeji,34,6576,32506
5,77,13809,1595871597,MengyaoShi_FinalStateAnalysis,1318596800,uwcms_FinalStateAnalysis,51,6831,4592
1,166,6807,1599305677,NedScott_ConfirmAccount,1184485093,wikimedia_mediawiki-extensions-ConfirmAccount,12,10259,3156
1,69,36026,1598815723,OPENDAP_bes,1120580081,,13,7344,16937
,89,17277,1600254166,Passw_chicken-core,1255172628,,28,6840,1064
2,67,39983,1584553409,PaulKGrimes_SMA-Software,857166631,Smithsonian_SMA-Software,3,14897,22151
,240,67688,1492519451,PraveenKumarQA_droid,1329215504,,1,14929,25595
8,225,15178,1420301735,Scalr_sphinx,1185181008,,14,7281,2223
22,60,18711,1598883377,Shaderpixel_wdntemplates,1242224108,unl_wdntemplates,30,8902,9577
91,68,23332,1559925812,St3v3B_antha,1416829347,antha-lang_antha,17,8580,6352
1,51,11888,1600301379,Turbo87_simplabs.github.io,1368449963,simplabs_simplabs.github.io,7,5031,2560
23,55,13695,1578403270,YAMJ_yamj-v2,1211060182,,9,8155,3196
,159,111307,1523899478,YueLinHo_TortoiseSVN,1050649335,,3,31328,51795
,67,50448,1598966055,ZeitOnline_vivi,1190021334,,34,31668,5914
72,258,580579,1599761126,a17r_kde,1217844749,gentoo_kde,67,35404,124915
,124,21096,1585696541,alimon_configs,1399828160,,11,11058,3505
,81,13028,1598628535,aliowess_motd,1422953305,,200,6907,11867
56,108,15987,1565872020,amal_chaingear,1433940032,cyberFund_chaingear,92,6232,7601
,78,15383,1596485999,ariasfernando_vue-platzi-curso-basico,1455637236,,1,5963,4213
6,133,15196,1597910110,at7_ensj-healthcheck,1047563416,Ensembl_ensj-healthcheck,32,5665,1534
35,79,25516,1599546063,bgyori_reach,1418761553,clulab_reach,21,7469,23608
,65,1569,1457514317,bilderbuchi_test_ExternalMedia,1048675077,,1,9581,1968
,51,17963,1562075057,binoc-file13_cmsms,1086907872,,4,17435,15968
,251,51311,1525926927,bitbucket.org_AIAVitalityHoldings_vcs-vmp-v1,1349688024,,1,16936,23002
,103,18480,1597861219,bitbucket.org_barrettbaffert_ua_quickstart_barrettbaffert,1425058316,,205,9855,13442
,53,35451,1540857506,bitbucket.org_jpshaw_aview,1346097317,,1,18252,8169
,245,9181,1598656029,bitbucket.org_krugerdev_max-gradle,1448421484,,2,10950,9
,230,250371,1523482517,blipvert_macports,1027989799,,2,144263,35133
,112,217143,1594806683,bloomreach_brxm,1175597935,,1,57577,76973
,56,5911,1585536463,btongminh_android_prebuilts_python,1369322683,,44,9122,5937
,145,20257,1598888239,c3d_autoconf,700036102,,50,6845,392
1,57,11513,1600108255,chaw_srfi-128,914551317,scheme-requests-for-implementation_srfi-128,241,9281,3535
,323,69,1470429112,codeix_z3c.recipe.dev,828809491,,1,115844,117
,123,3856,1537374759,coq_wiki,1113397835,,2,5102,424
,56,45060,1258016517,cosnics_cosnics-archive,1113488065,,1,10706,23150
,86,27407,1545371086,david-truong_liferay-build-tools,1400280247,,1,10083,4053
,2295,70017,1578001708,dcionline_eco_kernel_test,1411215824,,9,10632,61276
,120,9398,1441106602,ducin_cherrypy,1100983138,,5,11671,4460
,59,12220,1599084672,eXcomm_ring-client-macosx,1418668106,,5,13338,2872
6,77,211031,1598616039,eclipse_ocl,1130432665,,9,22401,89751
,138,44953,1599654153,eea_eea.soer,987751484,,39,799466,651100
139,102,8986,1593098930,ehb_heekscad,1214812195,Heeks_heekscad,123,7430,4065
1,1672,66679,1544661965,eoghan2t9_android_razor_cheryl,1305127773,,3,9227,56941
150,275,66383,7465328412,ezc_gnuplot,538696704,gnuplot_gnuplot,99,56204,2591
,73,15781,1458684286,farsight,1234799374,,25,5958,4678
,297,2053,1531995924,franx87_jd-browser,1186123327,,14,108180,701
,65,17249,1585853022,functor_build,1054757248,planetlab_build,18,9226,3145
62,103,8045,1599157361,gehel_wikidata-query-rdf,1426885567,wikimedia_wikidata-query-rdf,34,13406,2118
,966,5149,1583920532,git.kernel.org_pub_scm/public-inbox/lists.zx2c4.com/wireguard/0,1436366682,,2,5149,1
,1365,17313,1583948097,git.kernel.org_pub_scm/public-inbox/vger.kernel.org/linux-cifs/0,1275821484,,2,17313,1
,310,45089,1271680623,gitlab.com_gnome:Archive_ooo-build,852353553,,3,15908,19763
5,87,21968,1357761665,gittup_libavcodec,995811536,,7,11073,896
1,146,52397,1599587110,govau_notify,1447854918,,42,32681,5809
,223,43299,1571650534,gwsystems_wasmception-lld,1324124839,,1,12549,5894
24,95,27009,1598851882,haebich_psh,1336586743,shopwareLabs_psh,64,5255,11351
,170,105380,1553024844,harsh-chaudhary-compro_m3,1262628818,,1,52421,10528
,2264,1178712,1356698921,hdrky_mozilla-central.fgv,891053081,,2,151029,433090
,118,57152,1571481299,iFindY_mumu,908440415,,4,8834,26952
3,57,8510,1595908731,instedd_nuntium,1255504279,,10,7623,1497
,871,476925,1537184187,jacob-carlborg_llvm-svn,991859341,,1,159015,174271
1,153,22313,1598963409,jfd831_denso,1278624090,shadow-robot_denso,69,11589,9890
4,54,17155,1600326908,jhe4_sparc-fulfillment,1414506575,sparc-request_sparc-fulfillment,10,5561,1671
,62,48900,1358425210,jjeb_kettle-trunk,1175190326,,3,9298,19383
,68,26500,1598869452,jordanms_DOP,1430742457,,9,8783,6342
,241,109110,1478644616,josephkaram1986_geotools,1296054564,project-draco-hr_geotools,2,5476,296381
15,228,1471,1594901868,ka7_zend-i18n-resources,1240914229,zendframework_zend-i18n-resources,39,7943,269
,63,56141,1453968134,keitaroyam_cctbx_fork,986585164,,1,22985,8834
,239,47654,1541210507,kyegupov_unity,1255603235,,3,23049,3783
,54,3470,1580245472,labscript-suite-temp_lyse,1297920684,,49,5130,327
13,1314,60680,1525423743,leskal_P9000-Kernel,1353570356,elephone-dev_P9000-Kernel,22,9068,55553
,68,11932,1581421065,lexical_unity2d,1282576564,,5,5692,1878
,410,24950,1630447200,lexlib_code-de-l-education,961624800,,1,12717,5463
,200,12750,1640991600,lexlib_code-de-la-consommation,743724000,,1,7423,4777
,973,96250,1735686000,lexlib_code-de-la-securite-sociale,190508400,,1,38683,11473
,159,161185,1503590384,ltrgithub_X3GestAA,1340009426,,1,47062,62508
6,54,64935,1593466317,m-uu_Noggit3,1266346569,WowDevTools_Noggit3,18,10617,55474
3,101,8000,1444259326,mcplusa_sharepoint.v3,1166663182,googlegsa_sharepoint.v3,7,6630,512744
,88,68574,1334607423,mehulsbhatt_asterisk,939357993,,1,42172,11777
,418,12487,1598715453,mickaelistria_org.eclipse.simrel.build,1343759366,,2,32549,3541
,216,8116,1363722937,miryamGSM_repo_vio,1142998387,,1,5237,388
6,106,17523,1598854381,mn1_ensembl-analysis,1088513863,Ensembl_ensembl-analysis,23,6428,1363
37,64,44912,1543663969,mrd_TypeChef,1272721635,ckaestne_TypeChef,39,7014,31213
,100,35733,1510301624,mwanner_monotone,1062704590,,2,11070,5657
,77,49714,1598463541,nuxd_ElMaven,1462781547,,28,6604,39500
,164,57238,1563247261,petrhosek_libcxx,1273606936,,1,5713,13463
,109,63822,1580662346,phpdoctest_de,943910598,,2,10603,27813
1,256,130039,1600146809,plexoos_star-cvs,729289829,star-bnl_star-cvs,4,113148,51563
,297,4831,1536071817,priyaanna_wpan,1234566957,,180,9531,3450
,222,84818,1478508147,project-draco-hr_eucalyptus,1231299155,,1,25400,174885
,195,189062,1475487588,project-draco-hr_hadoop,1242706840,,1,14528,421649
,244,137567,1475542119,project-draco-hr_hazelcast,1229341261,,1,21136,333448
2,162,16353,1599831213,qwefi_toci,1368609390,toci-dev_toci,26,16851,2851
,53,31477,1594811045,rapla,961834607,,42,5286,10613
13,93,23812,1583387362,rudi_abstools,1254506452,abstools_abstools,27,6471,11769
,59,28457,1510224122,salsa.debian.org_java-team_antlr,963410316,,1,5262,17826
,62,3709,1596466835,sasw_snmp4sdn,1378224530,,13,6452,1208
,104,7969,1599051870,simp_pupmod-simp-ssh,1431397227,NationalSecurityAgency_pupmod-simp-ssh,157,5546,1521
,123,131121,1587360975,sirinath_x10,1096138965,,1,51528,1766178
,72,37792,1599055154,sklintyg_statistik,1332945945,,2,8436,17042
,234,32405,1219083430,slusnys_evolution-data-server,924424804,,4,7580,3965
,69,24520,1496828969,smuzaffar_testrepo,899284683,,1,8010,3409
9,144,443748,1364132735,stepd_svn,1063626761,battle-for-wesnoth_svn,3,53291,52243
3,109,29305,1599211078,tkfu_rvi_sota_server,1437476514,PDXostc_rvi_sota_server,26,11787,8995
,102,49247,1594455198,toddr_squirrelmail,943230775,,9,59462,95500
,175,56896,1550135334,totte_core,1268493919,,29,26714,11895
1,538,130213,1599596573,tpow_breezy,1110341295,breezy-team_breezy,50,103130,7139
,91,33979,1331966544,tu-vu-duy_exo-cs,1182695357,,1,8591,7298
4,124,3431,1599134660,wikimedia_mediawiki-extensions-ArticlePlaceholder,1438611415,,2,7646,1633
,85,3017,1596726854,wikimedia_mediawiki-extensions-CollaborationKit,1452268268,,2,6920,1183
,116,71271,1598553477,wintered_kstar,1166101034,,37,146800,36646
65,64,13734,1585491855,wjh1_NEWorld,1444379675,Infinideastudio_NEWorld,32,5321,4828
,89,13343,1598952146,xonotic_xonotic-maps.pk3dir,1268919015,,7,5061,8146
,74,32613,1597423556,xwlw_Vireo,1336490502,,26,6632,9993
34,66,16505,1511512168,yamiko_bart2,1213369387,baobab_mateme,26,9086,5587
,88,12855,1401635877,yanniks_fhem-mirror,1170157880,,1,6029,13825
168,89,15093,1592269891,yws_circuits,1222998942,circuits_circuits,48,5110,2196
,313,5458,1586010952,zemei_poker-player-cpp,1394053444,lean-poker_poker-player-cpp,154,5271,238
,1655,4521,1540103021,zonqq_testRepository,1413298350,,38,13030,19
,287,2081,1590791522,0-kaladin_device_asus_tilapia,1342647723,UnicornButter_device_asus_tilapia,158,6318,1186
67073,4027,31174,1600049776,0-kewl_javascript,1315832645,airbnb_javascript,23592,26081,15930
47,834,124762,1738325689,0000duck_linuxcnc,946775886,LinuxCNC_linuxcnc,1203,72341,39540
2329,247,180350,1599766720,000423063_or-tools,1284553400,google_or-tools,909,10228,95725
,3642,248095,1599188553,000fan000_html5-boilerplate,1156526749,,17469,55077,231671
5484,727,36419,1600075161,0031coder_p5.js,1297861200,processing_p5.js,1634,11022,36041
,6625,1098339,1599030801,004307ec_caffe,1231990585,,41083,113611,947325
1440,3365,95925,1600401523,007_terraform-provider-aws,1401409718,terraform-providers_terraform-provider-aws,2176,40772,22928
15821,6575,532115,1600336270,007g3m1n1_symfony,836893355,symfony_symfony,8758,199664,139046
1860,16245,7172908,1599966141,007pigxia_chromium,998662302,chromium_chromium,4369,4159781,1839879
15832,2129,230517,1599850963,007vlad_sentry,1210609579,getsentry_sentry,4231,110590,39249
142,1200,28293,1599589471,008_phore-seeder,1323788571,sipa_bitcoin-seeder,2392,10482,10763
,338,27195,1598890882,00willo_hypothesis,1362915273,HypothesisWorks_hypothesis,341,15027,1773
1594,1785,32836,1597149348,0110G_coala,1400153645,coala_coala,2343,23107,10192
,11857,13616,1599866818,0118ayush_hash-iteration-london-web-career-040119,1436309496,learn-co-students_hash-iteration-london-web-career-040119,4670,29904,59
3,14340,45755,1598924934,0118ayush_js-beatles-loops-lab-bootcamp-prep-000,1451928329,learn-co-students_js-beatles-loops-lab-bootcamp-prep-000,6975,52863,6459
1637,476,68492,1599836163,0120139_invoiceninja,1385469005,invoiceninja_invoiceninja,1606,17537,13955
1383,2283,103864,1599502088,018arpitjain018_ud851-Exercises,1459961843,udacity_ud851-Exercises,12928,34484,83797
10010,1533,10511,1592765510,01Click_paperclip,1186288361,thoughtbot_paperclip,2545,7191,684
,12435,25482,1599604017,01Divergent_kwk-l1-ruby-class-variables-and-class-methods-lab-kwk-students-l1-dfw-070918,1445994889,learn-co-students_kwk-l1-ruby-class-variables-and-class-methods-lab-kwk-students-l1-dfw-070918,4279,42510,2716
,9718,23258,1599995566,01Divergent_kwk-l1-sinatra-dynamic-routes-lab-kwk-students-l1-dfw-070918,1441744261,learn-co-students_kwk-l1-sinatra-dynamic-routes-lab-kwk-students-l1-dfw-070918,3520,28972,16806
23833,3012,489306,1600409061,01alchemist_babel,1180470132,babel_babel,6291,59304,403423
8666,464,12027,1599200365,01mayank_jsPDF,1240196571,MrRio_jsPDF,3300,6530,2935
,1028,439523,1599309497,01viniciusmelo_dolibarr,1020102817,,1172,120355,115978
1442,1138,116256,1599603055,01viniciusmelo_wagtail,1390393643,wagtail_wagtail,1716,29315,108567
,9225,57107,1599771165,0216johnsoneric_html-map-contact-form-code-along-v-000,1392770257,learn-co-students_html-map-contact-form-code-along-v-000,13515,71108,4477
2317,448,87699,1594618520,033614625035_gephi,1236006468,gephi_gephi,2161,12230,46441
8147,6316,1175969,1600280990,06094051_rocksdb,965070605,facebook_rocksdb,11406,701651,253472
6206,643,23771,1588260235,06b_Nancy,1240822285,NancyFx_Nancy,1737,10335,5731
942,194,22514,1599395707,07101994_xamarin-android,1460753785,xamarin_xamarin-android,348,12630,3678
496,477,28616,1599954846,0801charlie_parse-dashboard,1454013852,parse-community_parse-dashboard,1239,5243,39206
3229,1127,121832,1600091752,0815Strohhut_react-dnd,1413725368,react-dnd_react-dnd,2430,20601,67408
,438,23259,1596640806,088haizi_ruby-china,1282636310,,1634,14606,5718
2016,1409,334717,1599656844,08guye_hbase,1175632468,apache_hbase,2579,105234,261309
2496,1432,119854,1600299073,09128319047_electrum,1320426037,spesmilo_electrum,2381,74686,20573
1071,274,57492,1598218709,09ivan_yii2-starter-kit,1404820957,trntv_yii2-starter-kit,752,8699,46404
1153,1905,78470,1599377006,0angelic0_Casper,1368221898,TryGhost_Casper,2846,20198,50287
203,772,10803,1599056895,0angelic0_loopback-datasource-juggler,1317484311,strongloop_loopback-datasource-juggler,874,8800,663
368,691,200319,1596235922,0b10010010_OpenPilot,1126364286,openpilot_OpenPilot,1410,61753,96106
6205,812,95856,1599523951,0blu_vis,1366099262,almende_vis,1624,30238,102647
8837,1721,83235,1600078661,0hex_phpunit,1151588449,sebastianbergmann_phpunit,3288,41246,32068
862,478,20818,1598777263,0ip_dump1090,1357390345,antirez_dump1090,934,6264,9694
4,168,48666,1598937956,0ldm0s_flare-game,1307156531,flareteam_flare-game,497,18154,10153
142,2344,222282,1599783168,0mp_freebsd-doc,799085999,freebsd_freebsd-doc,114,237946,150568
694,180,47513,1598525962,0nkery_exonum,1461572773,exonum_exonum,255,16170,6292
11370,2922,176964,1599637348,0ovickyo0_amphtml,1323705515,ampproject_amphtml,4878,116922,21735
1047,768,92256,1597157952,0p1pp1_tvheadend,1186513587,tvheadend_tvheadend,929,31963,30348
586,76,15057,1598545780,0thm4n3_bap,1400615453,BinaryAnalysisPlatform_bap,175,5528,3652
,74,43827,1598857869,0tyang_basketball-gm,1214190167,kgilbert-cmu_basketball-gm,116,10534,5023
3333,298,130438,1598390467,0x006EA1E5_atmosphere,1272381559,Atmosphere_atmosphere,827,11373,11774
2,484,15847,1594172624,0x00f_esp-link,1412613276,jeelabs_esp-link,1692,5963,7656
1495,144,22268,1599822160,0x0all_thrust,1233358376,thrust_thrust,516,5359,5492
506,135,14246,1599742719,0x163mL_forked-daapd,1066057394,ejurgensen_forked-daapd,196,7944,1284
2081,4767,504913,1643296474,0x218_mattermost-server,1346172110,mattermost_mattermost-server,8287,252769,163049
5694,2374,119852,1599059301,0x24bin_pyenv,1260051359,pyenv_pyenv,6325,21511,110611
17605,2254,155101,1600398177,0x38_storybook,1425648320,storybooks_storybook,3642,45601,22500
1190,428,88694,1599744244,0x53A_git-tfs,1246019797,git-tfs_git-tfs,651,11715,25824
209,1445,95718,1599152333,0x5446_lua-nginx-module,1028651985,chaoslawful_lua-nginx-module,7986,138762,63625
2472,578,1298665,1600094858,0x554889e5_openvpn,1016212274,OpenVPN_openvpn,2037,131978,2732481
3911,14345,4564746,1600158815,0x6a77_swagger-codegen,871764713,swagger-api_swagger-codegen,14875,463220,1109940
2881,429,143425,1599518710,0xBADCA7_z3,1349190013,Z3Prover_z3,788,26161,131468
613,681,66044,1598978117,0xPagliacci_bc-java,996720048,bcgit_bc-java,1118,74150,51588
750,283,10685,1599843174,0xProject_web3.py,1460650816,ethereum_web3.py,501,5456,1721
758,493,105965,1599243845,0xbad0c0d3_freeradius-server,934826105,FreeRADIUS_freeradius-server,741,53956,12956
5,133,32569,1598798719,0xflotus_Nuitka,1282853868,Nuitka_Nuitka,177,8702,5908
505,420,12775,1597773835,0xswap_0xswap.github.io,1466633997,etherdelta_etherdelta.github.io,900,7395,12597
2,627,87169,1600163637,10000TB_dashboard,1437959505,kubernetes_dashboard,1310,14817,40098
22966,2792,81402,1599971173,10001oleg_next.js,1450335555,zeit_next.js,4200,39890,43042
,1116,17104,1597029901,1000paces_ey-cloud-recipes,1235173859,subpoprecords_ey-cloud-recipes,1603,11949,5427
288,128,56027,1599502193,100star_ttn,1448898887,TheThingsNetwork_ttn,303,19496,12331
18078,584,12504,1600102120,10110001_preact,1441939427,developit_preact,1148,9733,835
478,2081,174015,1599978710,10171121_cinder,1335369013,openstack_cinder,1012,85670,21987
263,1524,16042,1600096862,1043465747_docs-travis-ci-com,1308419069,travis-ci_docs-travis-ci-com,1964,13285,2061
,383,41470,1599816854,105032013072_javaparser,1319981735,,666,10481,10651
447,73,57100,1599484969,1076674202_groovy-eclipse,1248893867,groovy_groovy-eclipse,179,5805,46605
1174,1151,72357,1599160445,10eTechnology_librealsense,1437280330,IntelRealSense_librealsense,2170,26546,25304
27,1172,32944,1580468324,10eputzen_ud036_StarterCode,1436203302,udacity_ud036_StarterCode,2275,6307,28586
675,4283,1309831,1599669029,1121920909_docs,1358728230,dotnet_docs,6347,124282,426725
,2718,39979,1599233503,1123_java-buildpack,1355807391,,4237,26958,15138
5105,230,10000,1598291810,115Tech_jazzy,1402033480,realm_jazzy,502,5212,2327
2216,5000,116753,1600251376,121371_reactjs.org,1369856771,reactjs_reactjs.org,3561,47150,15923
769,1999,259447,1600052019,1235gopalt_openshift-ansible,1387084279,openshift_openshift-ansible,2394,66964,47264
5192,251,60745,1599769674,1282009188_j2objc,1346873046,google_j2objc,852,8315,22825
,843,23025,1598968216,1298_beets,1210728789,sampsyo_beets,1678,13770,3470
995,114,26989,1599748593,12bme_ehcache3,1352906706,ehcache_ehcache3,493,6532,4328
4060,157,1143,1598111731,13087322222_node-glob,1257138239,isaacs_node-glob,380,5907,134
4843,174,31460,1552316821,1341317202_avalon,1370759669,RubyLouvre_avalon,2076,9150,11576
,219,97133,1599235663,13683116633_countly-server,1338231845,,852,16030,30088
,344,56932,1598771907,1461061798_cat,1324624842,,3344,10540,19550
1513,80,14758,1598230441,1461748123_AutoHotkey_L,1205064000,Lexikos_AutoHotkey_L,499,5705,1122
1001,1304,37096,1599987214,147258369lsy_vscode-docs,1440614734,Microsoft_vscode-docs,1709,16780,5860
904,256,21359,1599942093,14CORE_platformio-core,1399628322,platformio_platformio-core,503,7150,4773
7589,646,14210,1549905960,15010300689_compass,1219510846,Compass_compass,1596,6464,7408
4952,1185,42993,1600334730,15038313316_node-sass,1328050309,sass_node-sass,2123,18331,54492
695,180,34421,1600003662,150balbes_osmc,1349949950,osmc_osmc,390,12273,25180
152,131,42131,1598909876,151706061_arvados,1357262283,curoverse_arvados,83,21075,5980
,673,28261,1599492865,1547318816_CameraKit-Android,1378333733,CameraKit_camerakit-android,2092,10116,6161
253,1285,95418,1598869132,15903016222_busybox,939140694,mirror_busybox,1662,39321,47624
,2192,81386,1600303777,1641731459_scipy,981016350,,3058,54147,22762
605,150,36534,1598596743,173210_project64,1221707505,project64_project64,221,6892,19368
532,414,98330,1598552190,174high_eucalyptus,1231299155,eucalyptus_eucalyptus,559,34091,18755
222,257,54398,1584941437,1820366459_Tower,1361278181,DroidPlanner_Tower,815,10562,26734
236,304,8717,1598658179,18F_development-guide,1412024658,,287,5988,2733
38,103,31620,1598628275,18F_doi-extractives-data,1404848658,,39,14436,11313
4587,593,15526,1598415160,18F_json-editor,1311007653,jdorn_json-editor,1508,6270,6743
1191,492,77483,1597234846,192733213213_BuildCraft,1302814635,BuildCraft_BuildCraft,703,13904,23186
2680,1049,72562,1599934986,1930s_mapbox-gl-js,1372288845,mapbox_mapbox-gl-js,1367,33241,13547
2113,1146,395727,1599299724,1984shekhar_wildfly,1210105040,wildfly_wildfly,2784,107525,71712
,404,17078,1597894455,19julio94_twitter4j,1182357526,,1285,5260,5349
,1304,4345,1557761110,1c1_TP2,1334036644,VincentDubois_TP2,1011,5375,539
182,106,6557,1598365190,1derful_android_sdk,1350991156,adjust_android_sdk,189,5460,1349
435,88,33323,1600289698,1deus_zotero-better-bibtex,1379665574,retorquere_zotero-better-bibtex,101,12233,8023
1351,205,8025,1600115029,1dustindavis_munki,1231968663,munki_munki,271,5209,2061
